         92929 function calls (91591 primitive calls) in 101.472 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/typing.py:2000(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/GifImagePlugin.py:643(_Frame)
        1    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/PpmImagePlugin.py:57(PpmImageFile)
        8    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/enum.py:1179(__init__)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:811(__init__)
        4    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/re/_parser.py:113(__init__)
        3    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/re/_parser.py:77(__init__)
        3    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/typing.py:2876(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/GimpPaletteFile.py:24(GimpPaletteFile)
        3    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/Image.py:3738(register_decoder)
        1    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/BmpImagePlugin.py:321(BmpRleDecoder)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/re/_parser.py:172(__setitem__)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:1323(append)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/tkinter/commondialog.py:29(_fixresult)
        1    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/PngImagePlugin.py:373(_RewindState)
        4    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/re/_compiler.py:433(_get_iscased)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:1033(setFormatter)
        1    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/ImageOps.py:417(SupportsGetMesh)
        1    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/BmpImagePlugin.py:397(DibImageFile)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/functools.py:965(__init__)
        2    0.000    0.000    0.000    0.000 {method 'detach' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/PngImagePlugin.py:1148(_Frame)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/__init__.py:443(__init__)
        1    0.000    0.000    0.000    0.000 {method 'interpaddr' of '_tkinter.tkapp' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/asyncio/base_events.py:729(is_running)
        1    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/attendance_app/export.py:10(__init__)
        1    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/PngImagePlugin.py:1124(_idat)
        1    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/GimpGradientFile.py:115(GimpGradientFile)
        1    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/PpmImagePlugin.py:300(PpmDecoder)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/asyncio/base_events.py:2010(get_debug)
        1    0.000    0.000    0.000    0.000 /Users/colesnipes/BluetoothAttendanceApplication/.venv/lib/python3.12/site-packages/PIL/PngImagePlugin.py:1135(_fdat)
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/functools.py:970(__set_name__)
        1    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1280(__init__)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/tkinter/commondialog.py:52(_test_callback)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/threading.py:1631(main_thread)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/selectors.py:272(get_map)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/asyncio/base_events.py:538(_check_closed)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.12/3.12.8/Frameworks/Python.framework/Versions/3.12/lib/python3.12/tkinter/commondialog.py:26(_fixoptions)


